trait_id	name	study	doi	unit	catalog_num_values	raw_row_n	finite_row_n	unique_accession_n	finite_unique_accession_n	panel_intersection_n	finite_panel_intersection_n	duplicate_accession_n	max_rows_per_accession	group_counts	values_sha256	retrieval_status
1278	callus score 15d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1278	dimensionless unit	2164	2164	2164	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	9712f6fc5cae5d9c793a356440b0e2da4b547ab3d7423d490f7cfc5c3e8334f9	ok
1279	area 15d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1279	area unit	2132	2132	2132	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	4fb38e57406e678f81d120dd8b08aed82696da3356308c2b8197fac69a0d289a	ok
1280	greening 15d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1280	dimensionless unit	2132	2132	2132	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	ee705f167f952f47f92b377ffc1589a91457ad0abed4def61e6719c8e1137ccb	ok
1281	shoots 21d protocol a	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1281	count unit	1711	1711	1711	149	149	133	133	149	24	"{""admixed"": 29, ""asia"": 9, ""central_europe"": 28, ""germany"": 35, ""italy_balkan_caucasus"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	a56f20104e0721e571fd3380b5c115dac821a5c6e4cd0b9765a2a321cf928983	ok
1282	shoot primordia 21d protocol a	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1282	count unit	1711	1711	1711	149	149	133	133	149	24	"{""admixed"": 29, ""asia"": 9, ""central_europe"": 28, ""germany"": 35, ""italy_balkan_caucasus"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	dc2b5f7de8b877246960c192a87fa60572ca533750b602bf2d4eef6a70341f12	ok
1283	undefined structures 21d protocol a	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1283	count unit	1711	1711	1711	149	149	133	133	149	24	"{""admixed"": 29, ""asia"": 9, ""central_europe"": 28, ""germany"": 35, ""italy_balkan_caucasus"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	e50ad002412e132b0f00a07d585a4dfe7f9a953924efae41ba766d362d467c32	ok
1284	root-like structures 21d protocol a	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1284	count unit	1711	1711	1711	149	149	133	133	149	24	"{""admixed"": 29, ""asia"": 9, ""central_europe"": 28, ""germany"": 35, ""italy_balkan_caucasus"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	d0da5da24d3e2690ffc14b182198415c9feb7d0e760631a08b681aefd158eedb	ok
1285	callus score 21d protocol a	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1285	dimensionless unit	1711	1711	1711	149	149	133	133	149	24	"{""admixed"": 29, ""asia"": 9, ""central_europe"": 28, ""germany"": 35, ""italy_balkan_caucasus"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	75109eb898c8359e3279624f9dc6f9483efc35b82a1d4e30e6da572dc4c17a0f	ok
1286	area 21d protocol a	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1286	area unit	1688	1688	1688	148	148	132	132	148	24	"{""admixed"": 29, ""asia"": 9, ""central_europe"": 28, ""germany"": 34, ""italy_balkan_caucasus"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	1e6685b9784d1295e58eb8dbe932a2ed8779ca278734b9269f06de4ee409b8b9	ok
1287	greening 21d protocol a	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1287	dimensionless unit	1688	1688	1688	148	148	132	132	148	24	"{""admixed"": 29, ""asia"": 9, ""central_europe"": 28, ""germany"": 34, ""italy_balkan_caucasus"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	b36369ade271cf6137519c424e68ed9115eea720e245a812c657ba7beece9444	ok
1288	shoots 21d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1288	count unit	2165	2165	2165	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	b685828b3c30005585e6295dbc058fab42030ef3cbef2335934f60d4f55621a7	ok
1289	shoot primordia 21d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1289	count unit	2165	2165	2165	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	1ee516b38cc2590993c175def22e03edba9e68a11a197c58aa511cdedb32987d	ok
1290	undefined structures 21d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1290	count unit	2165	2165	2165	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	3d58017d1681e3588cef73dcae00a9c89c2afca14499757a38589449e6bb7ea7	ok
1291	root-like structures 21d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1291	count unit	2165	2165	2165	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	33e646e98ede8ffcc9c57fa0e5d184db77ee9806820e16ede619591b2298f38d	ok
1292	callus score 21d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1292	dimensionless unit	2165	2165	2165	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	ffd9257a0cc0630eeb34d70a7e38155076968d70f8a8de3187b54252c5765ad8	ok
1293	area 21d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1293	area unit	2148	2148	2148	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	6aa8f5a77f20b16a3e6b9e4e24cfb965ee075e4f36b1b2c6a64e76e8f84206fb	ok
1294	greening 21d protocol b	Genetic dissection of shoot regeneration from root explants in Arabidopsis (Lardon et al., 2020)	10.21958/phenotype:1294	dimensionless unit	2148	2148	2148	168	168	152	152	168	24	"{""admixed"": 35, ""asia"": 13, ""central_europe"": 29, ""germany"": 40, ""italy_balkan_caucasus"": 3, ""north_sweden"": 1, ""south_sweden"": 3, ""spain"": 3, ""western_europe"": 25}"	455d6ae00af3b81343170dbf7e45403f924005145ba1a62fea380c175d2d15bc	ok
1307	NAT (Natural seed Aging Treatment)	Seed longevity (Renard et. al., 2020)	10.21958/phenotype:1307	ratio	269	269	269	269	269	100	100	0	1	"{""admixed"": 19, ""asia"": 1, ""central_europe"": 23, ""germany"": 29, ""north_sweden"": 1, ""relict"": 1, ""south_sweden"": 6, ""spain"": 3, ""western_europe"": 17}"	e58ed2629b842bbc27deecb7e074dec9085d1c2eb6e8df3a41e2110ce17fce0a	ok
1308	AAT (Accelerated seed Aging Treatment)	Seed longevity (Renard et. al., 2020)	10.21958/phenotype:1308	ratio	269	269	269	269	269	100	100	0	1	"{""admixed"": 19, ""asia"": 1, ""central_europe"": 23, ""germany"": 29, ""north_sweden"": 1, ""relict"": 1, ""south_sweden"": 6, ""spain"": 3, ""western_europe"": 17}"	76d3b1a67dc5546f7db9996b21a1f3a4a4a5e2bd174399d3db8c7e7f6ab4571a	ok
1309	CDT (Controlled seed Deterioration Treatment)	Seed longevity (Renard et. al., 2020)	10.21958/phenotype:1309	ratio	267	267	267	267	267	99	99	0	1	"{""admixed"": 18, ""asia"": 1, ""central_europe"": 23, ""germany"": 29, ""north_sweden"": 1, ""relict"": 1, ""south_sweden"": 6, ""spain"": 3, ""western_europe"": 17}"	8b75b88f9a1146cbcbdde93c79ad49fd27dd882cbb9fbf71058cf8606c08dc1f	ok
1310	EPPO (Elevated Partial Pressure of Oxygen seed-aging treatment)	Seed longevity (Renard et. al., 2020)	10.21958/phenotype:1310	ratio	267	267	267	267	267	100	100	0	1	"{""admixed"": 19, ""asia"": 1, ""central_europe"": 23, ""germany"": 29, ""north_sweden"": 1, ""relict"": 1, ""south_sweden"": 6, ""spain"": 3, ""western_europe"": 17}"	e3c050e0f35d34690b793a65ec1bca5517497d60acd1f44797610ceeb740f338	ok
1311	Chlorophyll	Isoprenoid concentration	10.21958/phenotype:1311	microgram	117	117	117	117	117	86	86	0	1	"{""admixed"": 11, ""asia"": 5, ""central_europe"": 18, ""germany"": 20, ""north_sweden"": 8, ""relict"": 1, ""south_sweden"": 1, ""spain"": 5, ""western_europe"": 17}"	11089776b4ab25b72606589145ac4308dba7c908c634a32062853231bc82a195	ok
1312	Dolichole	Isoprenoid concentration	10.21958/phenotype:1312	microgram	114	114	114	114	114	83	83	0	1	"{""admixed"": 11, ""asia"": 5, ""central_europe"": 18, ""germany"": 19, ""north_sweden"": 7, ""relict"": 1, ""spain"": 5, ""western_europe"": 17}"	a02d60efa818e409573421c601fd918193061055613fc85fa5512e538bb7abfa	ok
1313	Carotenoid	Isoprenoid concentration	10.21958/phenotype:1313	microgram	117	117	117	117	117	86	86	0	1	"{""admixed"": 11, ""asia"": 5, ""central_europe"": 18, ""germany"": 20, ""north_sweden"": 8, ""relict"": 1, ""south_sweden"": 1, ""spain"": 5, ""western_europe"": 17}"	52aa5e39f5aad9dd12843258253075432ef847c8869a05c67d03757961a20e7d	ok
1314	Plastoquinone	Isoprenoid concentration	10.21958/phenotype:1314	microgram	116	116	116	116	116	85	85	0	1	"{""admixed"": 11, ""asia"": 5, ""central_europe"": 18, ""germany"": 19, ""north_sweden"": 7, ""relict"": 1, ""south_sweden"": 1, ""spain"": 6, ""western_europe"": 17}"	0ab71ee03086f4a33d67a3e2127929b0321cdec17f7d07892c04c15898718809	ok
1315	Polyprenol	Isoprenoid concentration	10.21958/phenotype:1315	microgram	114	114	114	114	114	83	83	0	1	"{""admixed"": 11, ""asia"": 5, ""central_europe"": 18, ""germany"": 19, ""north_sweden"": 7, ""relict"": 1, ""spain"": 5, ""western_europe"": 17}"	c285e9ce286710231400994572d3d4782ff4fb0ad31c0a14be70b74034795e8c	ok
1316	Sterol	Isoprenoid concentration	10.21958/phenotype:1316	microgram	114	114	114	114	114	83	83	0	1	"{""admixed"": 11, ""asia"": 5, ""central_europe"": 18, ""germany"": 19, ""north_sweden"": 7, ""relict"": 1, ""spain"": 5, ""western_europe"": 17}"	f6c16d3b554fb8c4a24c5de0bf7f73077e6e9d8def8199f545e76fc54629d269	ok
1317	Tokoferol	Isoprenoid concentration	10.21958/phenotype:1317	microgram	117	117	117	117	117	86	86	0	1	"{""admixed"": 11, ""asia"": 5, ""central_europe"": 18, ""germany"": 20, ""north_sweden"": 8, ""relict"": 1, ""south_sweden"": 1, ""spain"": 5, ""western_europe"": 17}"	859af176f70dc0102c8a2f7db57f3923a72f4cec16da3942cb5ae40ad9c1f7f8	ok
1388	Rosette diameter Mine	Pb Mine soil	10.21958/phenotype:1388	millimeter	207	207	207	207	207	83	83	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""relict"": 1, ""south_sweden"": 14, ""western_europe"": 10}"	02ccbef7e2a191735848f46907cde1ca8185853465fa4439916ed306584bc6b5	ok
1389	Growth rate	Pb Mine soil	10.21958/phenotype:1389	ratio	207	207	207	207	207	83	83	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""relict"": 1, ""south_sweden"": 14, ""western_europe"": 10}"	33feccce9b341ef1d947b85f58fb661db3d05c677af6587131b09cb21c60f57c	ok
1390	Estimated Soil Pb	Pb Mine soil	10.21958/phenotype:1390		136	136	136	136	136	49	49	0	1	"{""admixed"": 13, ""central_europe"": 7, ""germany"": 11, ""north_sweden"": 2, ""south_sweden"": 13, ""western_europe"": 3}"	0ed6a1d259c1555a26ea13f9224fb6afd7072ec33abef232423b3b25c131f514	ok
1391	Leaf Pb Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1391		199	199	199	199	199	81	81	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 19, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 10}"	5f41d0fae7bb36391be9ac921439a8192f278ac6d89c849b6da9a8bee15ede94	ok
1392	Leaf P Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1392	microgram	200	200	200	200	200	81	81	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 9}"	49e2a9d8f532f24bd4151ae0d841b574be0912eb4ae1ea6444f35f2e23151082	ok
1393	Leaf  S Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1393	microgram	200	200	200	200	200	81	81	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 9}"	e06fa4d1c92277d4816d309501cabf217e4a37610a75cac30d7980b7ad0dec4d	ok
1394	Leaf Mg Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1394	microgram	200	200	200	200	200	81	81	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 9}"	b1ddf624ebd68f3bbe43ba0a12e535984902bef39e6e47db80012621fa8a88c3	ok
1395	Leaf Zn Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1395	microgram	200	200	200	200	200	81	81	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 9}"	c6b1a6602e3d1cf10c8c740af7178d7f640c7c40620f1e6a2cecc57f69b8c5a5	ok
1396	Leaf Fe Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1396	microgram	199	199	199	199	199	80	80	0	1	"{""admixed"": 19, ""central_europe"": 14, ""germany"": 20, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 9}"	3be7cde5caa8143a5ec7b07f461cf7769c2af1ebecc85ecb51839bdf59d7e99c	ok
1397	Leaf Mn Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1397	microgram	182	182	182	182	182	77	77	0	1	"{""admixed"": 18, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 3, ""south_sweden"": 13, ""western_europe"": 8}"	a173adbf014307451bd54271e7de9ef8d5c43d148a86eb689925637fa68716f4	ok
1398	Leaf Cu Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1398	microgram	90	90	90	90	90	35	35	0	1	"{""admixed"": 13, ""central_europe"": 5, ""germany"": 10, ""south_sweden"": 2, ""western_europe"": 5}"	4a4a6dd425b5cdbf3b47dcdf9e25c7ffb21bd8adcbb8cf88c6a0cd4aceffc573	ok
1399	Leaf B Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1399	microgram	106	106	106	106	106	41	41	0	1	"{""admixed"": 11, ""central_europe"": 4, ""germany"": 11, ""north_sweden"": 4, ""south_sweden"": 7, ""western_europe"": 4}"	09ef0bb62af26fd7358aa045e15001517ee71de5d73732f583b1a92b24a643c6	ok
1400	Leaf Ca Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1400	microgram	200	200	200	200	200	81	81	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 9}"	86e0364a28ade2d6f98f29ba655df3f6f06ebb25a04acec34757ee0a54dd3bd0	ok
1401	Leaf K Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1401	microgram	200	200	200	200	200	81	81	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 9}"	e6de9b6a5e7993e3302284fac3c79b2bb88dcb59e19c4505eb1ae36eec86d13f	ok
1402	Leaf Na Mine (μg/g)	Pb Mine soil	10.21958/phenotype:1402	microgram	200	200	200	200	200	81	81	0	1	"{""admixed"": 19, ""central_europe"": 15, ""germany"": 20, ""north_sweden"": 4, ""south_sweden"": 14, ""western_europe"": 9}"	bee66230d008e950aeec18aa8a4a587398db1b497614b3832a87f172e41c9778	ok
1892	Trichome area	trichome_development_epidermis_metal_traits	10.21958/phenotype:1892	area unit	302	302	302	302	302	302	302	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 30, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 117, ""spain"": 3, ""western_europe"": 18}"	ee69b401b18afc17e77236d324356ad95d7848f87bd9fd38726e786bd66fe2fe	ok
1893	Trichome circularity	trichome_development_epidermis_metal_traits	10.21958/phenotype:1893	dimensionless unit	302	302	302	302	302	302	302	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 30, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 117, ""spain"": 3, ""western_europe"": 18}"	861d3b31e36f258cf4fcd02092854a39ef6405a6e4713b268a0961edc17a8037	ok
1894	Trichome solidity	trichome_development_epidermis_metal_traits	10.21958/phenotype:1894	dimensionless unit	302	302	302	302	302	302	302	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 30, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 117, ""spain"": 3, ""western_europe"": 18}"	bed827447ea6f1fc4d9cba1789bbd183e5063dfe4f75ae270b8d76b50be6b756	ok
1895	Trichome length	trichome_development_epidermis_metal_traits	10.21958/phenotype:1895	length unit	302	302	302	302	302	302	302	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 30, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 117, ""spain"": 3, ""western_europe"": 18}"	332cd8efcfc8a14b90bcf28dd2842edcf6a0d87314e61bb1f0765bf54ebb0fb6	ok
1896	Trichome perimeter	trichome_development_epidermis_metal_traits	10.21958/phenotype:1896	length unit	302	302	302	302	302	302	302	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 30, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 117, ""spain"": 3, ""western_europe"": 18}"	c4336d50e732744d94aed36b61e75fd1aa94c74205774fde0823d1f7cfd4551b	ok
1897	Callose content in trichomes	trichome_development_epidermis_metal_traits	10.21958/phenotype:1897	dimensionless unit	302	302	302	302	302	302	302	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 30, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 117, ""spain"": 3, ""western_europe"": 18}"	089237b7861e1fa6dfdb4551061849d106b51bb0a0cfb5a246a2931e6e4014f2	ok
1898	Trichome stem length	trichome_development_epidermis_metal_traits	10.21958/phenotype:1898	micrometer	305	305	305	305	305	305	305	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 31, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 118, ""spain"": 3, ""western_europe"": 19}"	f2eaa616732197fe92742de43145343161f3843c28195ba1504508058565a294	ok
1899	Trichome autofluorescence	trichome_development_epidermis_metal_traits	10.21958/phenotype:1899	dimensionless unit	309	309	309	309	309	309	309	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 32, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 119, ""spain"": 3, ""western_europe"": 21}"	05c57b6dc126cb8f5f1f703a21b3bfbfbe3ccd965811ab5daf1b9df6930b05db	ok
1900	Leaf epidermis autofluorescence	trichome_development_epidermis_metal_traits	10.21958/phenotype:1900	dimensionless unit	309	309	309	309	309	309	309	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 32, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 119, ""spain"": 3, ""western_europe"": 21}"	13c68ab53d6a16efdf24d8bc573c8fdae03f5e9824437c30adce91f027ac7352	ok
1901	Autofluorescence color	trichome_development_epidermis_metal_traits	10.21958/phenotype:1901	dimensionless unit	306	306	306	306	306	306	306	0	1	"{""admixed"": 38, ""asia"": 7, ""central_europe"": 31, ""germany"": 40, ""italy_balkan_caucasus"": 1, ""north_sweden"": 47, ""relict"": 1, ""south_sweden"": 119, ""spain"": 3, ""western_europe"": 19}"	8815651da981639d80d06bb85dfe8a3242005094b3f6efb1e3ce74bc6870e411	ok
